Rosay	person-other
tanker	product-airplane
attempting	O
to	O
put	O
out	O
the	O
fire	O
.	O

They	O
achieved	O
international	O
acclaim	O
with	O
their	O
‘	organization-other
Black	organization-other
Arrows	organization-other
’	organization-other
aerobatic	organization-other
display	organization-other
team	organization-other
using	O
the	O
Hawker	product-airplane
Hunter	product-airplane
,	O
under	O
the	O
command	O
of	O
Squadron	O
Leader	O
Roger	person-soldier
Topp	person-soldier
.	O

The	O
MRJ	product-airplane
's	O
first	O
flight	O
was	O
on	O
November	O
11	O
,	O
2015	O
.	O

The	O
TAI/AgustaWestland	product-airplane
T129	product-airplane
ATAK	product-airplane
is	O
a	O
twin-engine	O
,	O
tandem	O
seat	O
,	O
multi-role	O
,	O
all-weather	O
attack	O
helicopter	O
based	O
on	O
the	O
Agusta	product-airplane
A129	product-airplane
Mangusta	product-airplane
platform	O
.	O

For	O
example	O
,	O
the	O
Jupiter-C	product-airplane
modified	O
to	O
launch	O
Explorer	product-airplane
1	product-airplane
had	O
``	O
UE	O
''	O
painted	O
on	O
the	O
side	O
,	O
indicating	O
it	O
was	O
S/N	O
29	O
(	O
U→2	O
,	O
E→9	O
)	O
.	O

Unlike	O
the	O
E.28/29	product-airplane
,	O
which	O
had	O
a	O
central	O
air	O
intake	O
in	O
the	O
nose	O
into	O
a	O
straight-through	O
duct	O
to	O
reach	O
its	O
turbojet	O
engine	O
,	O
the	O
E.1/44	product-airplane
's	O
Nene	O
received	O
air	O
via	O
a	O
pair	O
of	O
semi-circular	O
air	O
intakes	O
ahead	O
of	O
the	O
wing	O
roots	O
.	O

The	O
Aviocar	product-airplane
was	O
chartered	O
because	O
the	O
company	O
's	O
private	O
jet	O
was	O
too	O
large	O
to	O
operate	O
into	O
the	O
destination	O
airfield	O
.	O

The	O
131st	O
Boeing	product-airplane
767	product-airplane
built	O
,	O
it	O
first	O
flew	O
on	O
January	O
30	O
,	O
1986	O
and	O
was	O
delivered	O
to	O
Kuwait	organization-company
Airways	organization-company
approximately	O
seven	O
weeks	O
later	O
.	O

Several	O
other	O
types	O
have	O
followed	O
with	O
similar	O
swing-wing	O
configuration	O
,	O
including	O
the	O
Soviet	product-airplane
Sukhoi	product-airplane
Su-17	product-airplane
``	O
Fitter	product-airplane
``	O
(	O
1965	O
)	O
,	O
Mikoyan-Gurevich	product-airplane
MiG-23	product-airplane
``	O
Flogger	product-airplane
``	O
(	O
1967	O
)	O
,	O
Tupolev	product-airplane
Tu-22M	product-airplane
``	O
Backfire	product-airplane
``	O
(	O
1969	O
)	O
,	O
Sukhoi	product-airplane
Su-24	product-airplane
``	O
Fencer	product-airplane
``	O
(	O
1970	O
)	O
and	O
Tupolev	product-airplane
Tu-160	product-airplane
``	O
Blackjack	product-airplane
``	O
(	O
1981	O
)	O
;	O
the	O
U.S.	product-airplane
Rockwell	product-airplane
B-1	product-airplane
Lancer	product-airplane
bomber	O
(	O
1974	O
)	O
;	O
and	O
the	O
European	product-airplane
Panavia	product-airplane
Tornado	product-airplane
(	O
1974	O
)	O
.	O

Abbott	person-other
supervised	O
the	O
X-15	product-airplane
,	O
supersonic	O
transport	O
,	O
nuclear	O
rocket	O
and	O
advanced	O
reentry	O
programs	O
.	O

V-STOL	product-airplane
Aircraft	product-airplane
was	O
preceded	O
by	O
Turner	person-other
's	person-other
earlier	O
company	O
,	O
Starflight	organization-company
Manufacturing	organization-company
Inc	organization-company
,	O
which	O
was	O
a	O
pioneering	O
ultralight	O
manufacturer	O
founded	O
in	O
1980	O
.	O

The	O
third	O
machine	O
,	O
G-ABAJ	product-airplane
,	O
was	O
modified	O
to	O
take	O
the	O
105	product-other
hp	product-other
(	product-other
78	product-other
Kw	product-other
)	product-other
Armstrong	product-other
Siddeley	product-other
Genet	product-other
Major	product-other
engines	O
as	O
well	O
as	O
some	O
other	O
changes	O
and	O
became	O
the	O
prototype	O
Westland	product-airplane
Wessex	product-airplane
.	O

The	O
G.4/31	product-airplane
first	O
flew	O
,	O
powered	O
by	O
an	O
uncowled	O
nine	O
cylinder	O
,	O
635	O
hp	O
(	O
474	O
kW	O
)	O
Bristol	product-other
Pegasus	product-other
IIM3	product-other
engine	O
on	O
29	O
March	O
1934	O
.	O

III./KG	O
55	O
lost	O
another	O
He	product-airplane
111	product-airplane
on	O
the	O
19	O
July	O
off	O
Shoreham	location-GPE
to	O
No	O
.	O

After	O
the	O
war	O
,	O
MAG-23	product-airplane
returned	O
to	O
the	O
West	location-other
Coast	location-other
and	O
was	O
decommissioned	O
on	O
November	O
1	O
,	O
1945	O
.	O

The	O
victories	O
include	O
four	O
MiG-23s	product-airplane
,	O
two	O
Su-22s	product-airplane
,	O
two	O
MiG-21s	product-airplane
,	O
and	O
three	O
Mirage	product-airplane
F1s	product-airplane
.	O

In	O
November	O
1988	O
,	O
when	O
23	O
Squadron	O
converted	O
to	O
the	O
Tornado	product-airplane
,	O
1435	O
Flight	O
was	O
revived	O
,	O
equipped	O
with	O
four	O
McDonnell	product-airplane
Douglas	product-airplane
Phantom	product-airplane
FGR.2s	product-airplane
.	O

In	O
July	O
2006	O
a	O
second	O
Boeing	product-airplane
737-300	product-airplane
was	O
rented	O
out	O
.	O

From	O
January	O
1997	O
the	O
Wessex	product-airplane
was	O
partly	O
supplanted	O
with	O
the	O
more	O
modern	O
Westland	product-airplane
Puma	product-airplane
HC.1	product-airplane
.	O

Maintenance	O
and	O
support	O
personnel	O
went	O
by	O
sea	O
to	O
North	location-GPE
Africa	location-GPE
while	O
aircrews	O
and	O
the	O
A-20s	product-airplane
flew	O
to	O
South	location-GPE
America	location-GPE
then	O
across	O
to	O
North	location-GPE
Africa	location-GPE
,	O
In	O
North	location-GPE
Africa	location-GPE
,	O
the	O
A-20s	product-airplane
were	O
sent	O
to	O
other	O
groups	O
and	O
the	O
27th	organization-other
Bomb	organization-other
Group	organization-other
was	O
redesignated	O
as	O
the	O
27th	organization-other
Fighter-Bomber	organization-other
Group	organization-other
and	O
reequipped	O
with	O
the	O
North	product-airplane
American	product-airplane
A-36	product-airplane
Invader	product-airplane
dive	product-airplane
bomber	product-airplane
.	O

In	O
Mali	location-GPE
,	O
408	O
THS	product-other
operated	O
the	O
CH-146	product-airplane
Griffon	product-airplane
in	O
the	O
armed	O
escort	O
role	O
,	O
providing	O
support	O
to	O
MEDEVAC	product-airplane
and	O
utility	O
missions	O
.	O

United	location-GPE
began	O
using	O
Boeing	product-airplane
247	product-airplane
aircraft	O
and	O
later	O
upgraded	O
with	O
Douglas	product-airplane
DC-3s	product-airplane
and	O
Convair	product-airplane
340s	product-airplane
.	O

These	O
flights	O
included	O
flying	O
a	O
DC-7	product-airplane
from	O
São	location-GPE
Tomé	location-GPE
to	O
Uli	location-GPE
at	O
only	O
a	O
little	O
above	O
sea	O
level	O
in	O
August	O
1968	O
.	O

XCOR	organization-company
used	O
both	O
design	O
and	O
operational	O
experience	O
from	O
the	O
EZ-Rocket	O
in	O
the	O
Mark-I	product-airplane
rocket	O
aircraft	O
design	O
.	O

Austrian	organization-company
Airlines	organization-company
have	O
17	O
E195	product-airplane
aircraft	O
in	O
their	O
mainline	O
fleet	O
.	O

``	O
Kitplanes	art-writtenart
``	O
magazine	O
described	O
the	O
subsequent	O
S45	product-airplane
as	O
a	O
``	O
repowered	O
aircraft	O
for	O
better	O
overall	O
performance	O
and	O
reliability	O
''	O
.	O

After	O
testing	O
the	O
hull	O
design	O
for	O
the	O
Short	product-airplane
Singapore	product-airplane
I	product-airplane
(	O
which	O
was	O
based	O
on	O
the	O
fluted	O
planing	O
bottom	O
of	O
the	O
S2	product-airplane
flying	O
boat	O
)	O
Gouge	person-other
and	O
another	O
engineer	O
,	O
Jack	person-other
Lower	person-other
,	O
raised	O
questions	O
about	O
the	O
proposed	O
hull	O
design	O
.	O

BRAC	organization-other
2005	O
saw	O
the	O
8	O
C-130J	product-airplane
aircraft	product-airplane
of	O
the	O
squadron	O
being	O
transferred	O
to	O
314th	organization-other
Airlift	organization-other
group	organization-other
,	O
Little	location-other
Rock	location-other
Air	location-other
Force	location-other
base	location-other
.	O

In	O
January	O
1966	O
the	O
squadron	O
traded	O
their	O
F-8Es	product-airplane
for	O
F-8Ds	product-airplane
.	O

On	O
April	O
1	O
,	O
2011	O
,	O
less	O
than	O
two	O
years	O
later	O
,	O
a	O
strikingly	O
similar	O
incident	O
occurred	O
on	O
Southwest	product-airplane
Airlines	product-airplane
Flight	product-airplane
812	product-airplane
,	O
involving	O
another	O
Southwest	product-airplane
Airlines	product-airplane
Boeing	product-airplane
737-3H4	product-airplane
.	O

The	O
United	organization-other
States	organization-other
Navy	organization-other
ordered	O
one	O
prototype	O
,	O
model	O
number	O
G-34	product-airplane
,	O
from	O
Grumman	organization-company
Aircraft	organization-company
Engineering	organization-company
Corporatio	organization-company
n	O
on	O
30	O
June	O
1938	O
;	O
its	O
designation	O
was	O
XF5F-1	product-airplane
.	O

The	O
Northrop	product-airplane
Grumman	product-airplane
B-2	product-airplane
Spirit	product-airplane
stealth	O
strategic	O
bomber	O
has	O
all	O
four	O
turbofans	O
buried	O
within	O
its	O
wing	O
(	O
as	O
a	O
flying	O
wing	O
,	O
the	O
wing	O
is	O
the	O
main	O
structural	O
component	O
)	O
.	O

Under	O
Air	organization-other
Force	organization-other
Global	organization-other
Strike	organization-other
Command	organization-other
since	O
1	O
Feb	O
2010	O
,	O
Eighth	organization-other
Air	organization-other
Force	organization-other
controls	O
strategic	O
bomber	O
(	O
e.g.	O
,	O
B-2	product-airplane
Spirit	product-airplane
and	O
B-52	product-airplane
Stratofortress	product-airplane
,	O
and	O
B-1	product-airplane
Lancer	product-airplane
)	O
forces	O
throughout	O
the	O
United	location-GPE
States	location-GPE
and	O
overseas	O
locations	O
.	O

Initially	O
flying	O
the	O
F9F-2B	product-airplane
Panther	product-airplane
,	O
he	O
participated	O
in	O
the	O
introduction	O
of	O
the	O
Grumman	product-airplane
F11F	product-airplane
Tiger	product-airplane
in	O
the	O
Blue	organization-other
Angels	organization-other
Flight	organization-other
Demonstration	organization-other
Team	organization-other
in	O
April	O
1957	O
.	O

Along	O
with	O
the	O
aircraft	O
and	O
helicopter	O
kits	O
,	O
VEB	organization-company
Plasticart	organization-company
also	O
produced	O
a	O
model	O
of	O
the	O
first	O
manned	O
spaceship	O
Vostok	product-airplane
3KA	product-airplane
(	O
1/25	O
)	O
and	O
the	O
Soviet	location-GPE
Energia	O
rocket	O
with	O
Buran	product-other
(	O
1/288	O
)	O
.	O

The	O
first	O
AT-3A	product-airplane
operator	O
is	O
the	O
Flight	organization-other
Training	organization-other
Command	organization-other
in	O
ROCAF	organization-education
Academy	organization-education
.	O

One	O
test	O
flight	O
in	O
spring	O
1917	O
ended	O
in	O
mishap	O
,	O
and	O
the	O
Luftstreitkräfte	organization-other
refused	O
to	O
order	O
the	O
G.I	product-airplane
into	O
production	O
.	O

The	O
first	O
large-scale	O
MATS	product-airplane
jet	O
transport	O
flights	O
of	O
C-141A	product-airplane
Starlifters	product-airplane
were	O
to	O
Tan	building-other
Son	building-other
Nhut	building-other
Air	building-other
Base	building-other
in	O
1965	O
.	O

During	O
their	O
service	O
with	O
Soviet	location-GPE
Anti-Air	O
Defense	O
and	O
in	O
East	location-GPE
Germany	location-GPE
,	O
MiG-19s	product-airplane
were	O
involved	O
in	O
multiple	O
interceptions	O
of	O
Western	O
reconnaissance	O
aircraft	O
.	O

His	O
first	O
victory	O
over	O
an	O
enemy	O
fighter	O
was	O
almost	O
a	O
year	O
later	O
,	O
26	O
June	O
1943	O
,	O
a	O
Soviet	location-GPE
fighter	O
,	O
a	O
Yak-1	product-airplane
or	O
Yak-7	product-airplane
,	O
on	O
Gresnoje	location-GPE
.	O

``	O
Ambush	product-airplane
``	O
sailed	O
down	O
to	O
Brazil	location-GPE
in	O
2014	O
and	O
also	O
made	O
a	O
port	O
call	O
in	O
Port	location-other
Canaveral	location-other
.	O

In-seat	O
power	O
outlet	O
and	O
streaming	O
inflight	O
entertainment	O
is	O
offered	O
only	O
on	O
the	O
Boeing	product-airplane
737-800	product-airplane
aircraft	O
.	O

Among	O
recent	O
developments	O
are	O
the	O
Antonov	product-airplane
An-140	product-airplane
and	O
Antonov	product-airplane
An-148	product-airplane
,	O
Antonov	product-airplane
An-38	product-airplane
and	O
Antonov	product-airplane
An-70	product-airplane
.	O

On	O
17	O
January	O
in	O
a	O
repeat	O
of	O
``	O
Star	product-airplane
Tiger	product-airplane
``	O
incident	O
the	O
Tudor	product-airplane
``	O
Star	product-airplane
Ariel	product-airplane
``	O
disappeared	O
over	O
the	O
Atlantic	location-bodiesofwater
on	O
a	O
flight	O
from	O
Bermuda	location-other
.	O

One	O
of	O
the	O
aircraft	O
at	O
the	O
show	O
was	O
the	O
``	O
Spirit	product-airplane
of	product-airplane
Freedom	product-airplane
``	O
Douglas	product-airplane
C-54	product-airplane
Skymaster	product-airplane
used	O
in	O
the	O
Berlin	location-GPE
Blockade	O
(	O
or	O
Berlin	location-GPE
Airlift	O
)	O
.	O

U.S	location-GPE
.	location-GPE
based	O
air	O
carrier	O
South	location-road,railway,highway,transit
Pacific	location-road,railway,highway,transit
Air	location-road,railway,highway,transit
Lines	location-road,railway,highway,transit
was	O
also	O
serving	O
Papeete	location-GPE
in	O
1960	O
,	O
with	O
weekly	O
nonstop	O
flights	O
to	O
Honolulu	location-GPE
operated	O
with	O
Lockheed	product-airplane
L-1049	product-airplane
Super	product-airplane
Constellation	product-airplane
propliners	product-airplane
.	O

On	O
16	O
September	O
he	O
shot	O
down	O
a	O
Soviet	location-GPE
reconnaissance	O
bomber	O
Polikarpov	product-airplane
R-5	product-airplane
.	O

The	O
squadron	O
re-formed	O
on	O
1	O
January	O
1959	O
at	O
RAF	building-other
Honington	building-other
as	O
part	O
of	O
the	O
V	O
bomber	O
force	O
equipped	O
with	O
the	O
Handley	product-airplane
Page	product-airplane
Victor	product-airplane
B.1	product-airplane
.	O

The	O
ship	O
also	O
inspired	O
the	O
name	O
of	O
the	O
Saunders	product-airplane
Roe	product-airplane
Cutty	product-airplane
Sark	product-airplane
flying	O
boat	O
.	O

In	O
Korea	location-GPE
,	O
he	O
was	O
an	O
operations	O
officer	O
,	O
executive	O
officer	O
,	O
and	O
the	O
commander	O
of	O
the	O
335th	organization-other
Fighter	organization-other
Squadron	organization-other
,	O
4th	organization-other
Fighter	organization-other
Group	organization-other
,	O
flying	O
the	O
North	product-airplane
American	product-airplane
F-86	product-airplane
Sabre	product-airplane
(	O
F-86	product-airplane
Sabrejet	product-airplane
)	O
since	O
it	O
arrived	O
in	O
Korea	location-GPE
in	O
December	O
.	O

He	O
was	O
commissioned	O
as	O
a	O
second	O
lieutenant	O
,	O
and	O
underwent	O
basic	O
flight	O
training	O
in	O
T-6	product-airplane
Texans	product-airplane
at	O
Bartow	building-other
Air	building-other
